Date,Open,High,Low,Close,Adj Close,Volume
2021-02-01,182.179993,196.250000,179.679993,183.440002,171.652267,54042200
2021-03-01,185.949997,201.960007,166.830002,198.070007,186.002869,113168300
2021-04-01,198.139999,210.860001,196.360001,207.259995,194.632996,54576700
2021-05-01,209.179993,228.839996,202.759995,226.919998,213.095215,80810900
2021-06-01,227.559998,243.460007,226.050003,241.740005,227.749756,65874600
2021-07-01,241.960007,263.459991,241.130005,261.049988,245.942200,54521100
2021-08-01,262.079987,267.059998,244.399994,246.979996,232.686493,74553200
2021-09-01,247.000000,248.529999,228.130005,228.770004,216.270004,56723000
2021-10-01,229.250000,261.510010,222.880005,259.619995,245.434372,58000200
2021-11-01,261.549988,268.980011,241.210007,243.839996,230.516617,82696700
2021-12-01,245.679993,248.850006,214.600006,231.440002,219.541641,87440900
2022-01-01,231.070007,236.330002,210.380005,220.429993,209.097641,85086200
2022-02-01,221.990005,222.520004,184.000000,199.770004,189.499802,78236200
2022-03-01,226.830002,229.190002,204.949997,212.220001,202.182175,96139100
2022-04-01,213.320007,254.869995,206.190002,228.649994,217.835068,73976600
2022-05-01,230.149994,238.589996,145.509995,161.880005,154.223236,180705600
2022-06-01,161.880005,163.160004,137.160004,141.229996,135.104523,142802000
2022-07-01,140.759995,164.039993,139.300003,163.380005,156.293854,66664300
2022-08-01,168.639999,183.889999,157.179993,160.339996,153.385681,98360800
2022-09-01,159.289993,176.130005,145.500000,148.389999,142.843735,76379000
2022-10-01,149.669998,170.750000,145.190002,164.250000,158.110947,66991400
2022-11-01,166.440002,180.460007,148.750000,167.070007,160.825562,142592800
2022-12-01,166.470001,167.429993,139.679993,149.039993,144.369354,83369000
2023-01-01,149.979996,172.220001,147.679993,172.139999,166.745422,66227800
2023-02-01,172.110001,181.699997,161.869995,168.500000,163.219498,62799900
2023-03-01,168.160004,168.399994,152.679993,165.630005,161.445450,74548500
2023-04-01,166.399994,171.240005,154.789993,157.750000,153.764526,51108200
2023-05-01,157.679993,162.839996,130.630005,130.929993,127.622108,115938400
2023-06-01,128.600006,138.080002,125.080002,131.899994,129.438217,155822700
2023-07-01,131.589996,138.279999,128.550003,136.470001,133.922943,83492500
2023-08-01,136.330002,136.539993,120.750000,126.550003,124.188080,134173600
2023-09-01,127.550003,127.699997,108.150002,110.570000,109.436478,81689200
2023-10-01,110.349998,113.180000,102.930000,110.790001,109.654221,100487800
2023-11-01,111.080002,133.960007,105.230003,133.809998,132.438232,127606800
2023-12-01,133.399994,143.369995,132.289993,142.419998,142.419998,73274700
2024-01-01,142.190002,144.410004,137.699997,144.089996,144.089996,24915500
2024-01-11,144.500000,144.500000,142.240005,142.240005,142.240005,305694
